text,label
"a distinguished and thoughtful film , marked by acute writing and a host of splendid performances .",4
"the emperor 's club , ruthless in its own placid way , finds one of our most conservative and hidebound movie-making traditions and gives it new texture , new relevance , new reality .",4
"sometimes it feels as if it might have been made in the '70s or '80s , and starred chevy chase and goldie hawn .",2
"ah , the travails of metropolitan life !",2
"this film is not a love letter for the slain rappers , it 's a taunt - a call for justice for two crimes from which many of us have not yet recovered .",2
this is an elegantly balanced movie -- every member of the ensemble has something fascinating to do -- that does n't reveal even a hint of artifice .,4
"to be more engaging on an emotional level , funnier , and on the whole less detached .",2
the film is like a series of beginnings and middles that never take off .,0
"a different kind of love story - one that is dark , disturbing , painful to watch , yet compelling .",2
"there 's a neat twist , subtly rendered , that could have wrapped things up at 80 minutes , but kang tacks on three or four more endings .",2
banal and predictable .,0
and how .,2
`` me without you '' is a probing examination of a female friendship set against a few dynamic decades .,2
"ringu is a disaster of a story , full of holes and completely lacking in chills .",0
"with an unflappable air of decadent urbanity , everett remains a perfect wildean actor , and a relaxed firth displays impeccable comic skill .",4
is office work really as alienating as ` bartleby ' so effectively makes it ?,2
"young hanks and fisk , who vaguely resemble their celebrity parents , bring fresh good looks and an ease in front of the camera to the work .",4
"this is a shameless sham , calculated to cash in on the popularity of its stars .",0
observant intelligence constantly vies with pretension -- and sometimes plain wacky implausibility -- throughout maelstrom .,2
"the script , the gags , the characters are all direct-to-video stuff , and that 's where this film should have remained .",0
a preposterously melodramatic paean to gang-member teens in brooklyn circa 1958 .,2
"except for paymer as the boss who ultimately expresses empathy for bartleby 's pain , the performances are so stylized as to be drained of human emotion .",2
frida 's artistic brilliance is undeniable -- it 's among the most breathtakingly designed films i 've ever seen .,4
"if you 're looking for something new and hoping for something entertaining , you 're in luck .",4
flawed but worthy look at life in u.s. relocation camps .,2
"the predominantly amateur cast is painful to watch , so stilted and unconvincing are the performances .",0
"i liked the original short story but this movie , even at an hour and twenty-some minutes , it 's too long and it goes nowhere .",0
the inherent strength of the material as well as the integrity of the filmmakers gives this coming-of-age story restraint as well as warmth .,4
"if you love the music , and i do , its hard to imagine having more fun watching a documentary ...",4
the umpteenth summer skinny dip in jerry bruckheimer 's putrid pond of retread action twaddle .,2
"it seems just a long , convoluted ploy to get men into drag -- period drag , no less .",2
"a jewish ww ii doc that is n't trying simply to out-shock , out-outrage or out-depress its potential audience !",2
"the movie is n't horrible , but you can see mediocre cresting on the next wave .",2
"a simple tale of an unlikely friendship , but thanks to the gorgeous locales and exceptional lead performances , it has considerable charm .",4
it 's young guns meets goodfellas in this easily skippable hayseeds-vs .,2
"it 's really just another silly hollywood action film , one among a multitude of simple-minded , yahoo-ing death shows .",2
"interesting , but not compelling .",2
... little more than a well-acted television melodrama shot for the big screen .,2
"even these tales of just seven children seem at times too many , although in reality they are not enough .",2
"victor rosa is leguizamo 's best movie work so far , a subtle and richly internalized performance .",4
compellingly watchable .,4
"the editing is chaotic , the photography grainy and badly focused , the writing unintentionally hilarious , the direction unfocused , the performances as wooden .",0
"a compelling pre-wwii drama with vivid characters and a warm , moving message .",4
sheridan 's take on the author 's schoolboy memoir ... is a rather toothless take on a hard young life .,0
